Pteropodid-Plant Interactions Database 1985-2020													
S.A. Aziz, K.R. McConkey, K. Tanalgo, T. Sritongchuay, M-R. Low, J.Y. Yong, T.L. Mildenstein, C.E Nuevo-Diego, V.C. Lim & P.A. Racey													
													
Fr = fruit (including fig syconia); Fl = flower (including nectar and/or pollen); L = leaf; Se = seed ingested; B = bark; T = twigs; Sa = sap													
C = conflict; D = diet; FM = foraging movement; P = pollination; SD = seed dispersal; SG = seed/spore germination ; NOTE that 'aspect studied/recorded/observed' does not necessarily mean the bat was confirmed as playing that role.													
NB: Genus or species epithets followed by (?) are those that were either not found in theplantlist.org or are unresolved, and could not be definitively identified or confirmed.													
													
Pteropodid species	Plant family	Plant genus	Plant species	Fr	Fl	L	Se	B	T	Sa	Country/ Region	Reference	Aspect studied/recorded/observed
Epomophorus wahlbergi	Myrtaceae	Psidium	guajava	x							South Africa	Rollinson et al., 2013	D, FM
Epomophorus wahlbergi	Rosaceae	Eriobotrya	japonica	x							South Africa	Jordaan et al., 2012	D, SG
Epomophorus wahlbergi	Rosaceae	Eriobotrya	japonica	x							South Africa	Rollinson et al., 2013	D, FM
Epomophorus wahlbergi	Zygophyllaceae	Balanites	maughamii			x					South Africa	Bonaccorso et al., 2014	FM
Haplonycteris fischeri	Moraceae	Ficus	callosa	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Haplonycteris fischeri	Moraceae	Ficus	crassiramea	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Haplonycteris fischeri	Moraceae	Ficus	forstenii	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Harpyionycteris whiteheadi	Moraceae	Ficus	callosa	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Harpyionycteris whiteheadi	Moraceae	Ficus	crassiramea	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Harpyionycteris whiteheadi	Moraceae	Ficus	forstenii	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Latidens salimalii	Ebenaceae	Diospyros	ovaliflora (? ovalifolia?)	x							India	Agoramoorthy and Hsu, 2005	D
Latidens salimalii	Elaeocarpaceae	Elaeocarpus	oblongus	x							India	Agoramoorthy and Hsu, 2005	D
Latidens salimalii	Moraceae	Ficus	daldotii (?)	x							India	Agoramoorthy and Hsu, 2005	D
Latidens salimalii	Moraceae	Ficus	punctata	x							India	Agoramoorthy and Hsu, 2005	D
Latidens salimalii	Moraceae	Ficus	racemosa	x							India	Agoramoorthy and Hsu, 2005	D
Latidens salimalii	Rosaceae	Prunus	ceylanica	x							India	Agoramoorthy and Hsu, 2005	D
Macroglossus minimus	Fabaceae	Parkia	speciosa		x						Thailand	Stewart et al., 2014	D, FM
Macroglossus minimus	Fabaceae	Parkia	spp.		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus minimus	Gentianaceae	Fagraea	racemosa		x						Malaysia (Sarawak)	Momose et al., 1998	P
Macroglossus minimus	Lythraceae	Sonneratia	caseolaris		x						Malaysia (Peninsula)	Watzke, 2006	P
Macroglossus minimus	Lythraceae	Sonneratia	griffithii		x						Thailand	Nuevo Diego et al., in press	P
Macroglossus minimus	Lythraceae	Sonneratia	ovata		x						Thailand	Nuevo Diego et al., 2019	P
Macroglossus minimus	Lythraceae	Sonneratia	spp.		x						Thailand	Stewart et al., 2014	D, FM
Macroglossus minimus	Lythraceae	Sonneratia	spp.		x						Thailand	Stewart and Dudash, 2017b	P
Macroglossus minimus	Lythraceae	Sonneratia	spp.		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus minimus	Malvaceae	Ceiba	pentandra		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus minimus	Malvaceae	Durio	zibethinus		x						Thailand	Stewart and Dudash, 2017b	P
Macroglossus minimus	Malvaceae	Durio	zibethinus		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus minimus	Moraceae	Ficus	crassiramea	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Macroglossus minimus	Moraceae	Ficus	sp. (luhimit)	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Macroglossus minimus	Musaceae	Musa	acuminata		x						Thailand	Stewart et al., 2014	D, FM
Macroglossus minimus	Musaceae	Musa	acuminata		x						Thailand	Stewart and Dudash, 2017b	P
Macroglossus minimus	Musaceae	Musa	acuminata		x						Thailand	Stewart and Dudash, 2017a	P
Macroglossus minimus	Musaceae	Musa	acuminata		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus minimus	Musaceae	Musa	spp.		x						Papua New Guinea	Winkelmann et al., 2003	FM
Macroglossus minimus	Myrtaceae	Syzygium	polyanthum		x						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Macroglossus minimus	Piperaceae	Piper	aduncum	x			x				Papua New Guinea	Winkelmann et al., 2003	FM
Macroglossus minimus	unknown	unknown	unknown		x						Indonesia (Lombok)	Kitchener et al., 1990	D
Macroglossus minimus	unknown	unknown	unknown	unknown							Thailand	Sritongchuay et al., 2019b	P
Macroglossus sobrinus	Anacardiaceae	Anacardium	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Arecaceae	Roystonea	regia		x						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Macroglossus sobrinus	Bignoniaceae	Oroxylum	indicum		x						Thailand	Stewart et al., 2014	D, FM
Macroglossus sobrinus	Cucurbitaceae	Coccinia	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Cyperaceae	Cyperus	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Euphorbiaceae	Erythrococca	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Euphorbiaceae	Euphorbia	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Fabaceae	Acacia	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Fabaceae	Adenanthera	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Fabaceae	Cassia	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Fabaceae	Parkia	speciosa		x						Thailand	Stewart et al., 2014	D, FM
Macroglossus sobrinus	Fabaceae	Parkia	spp.		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus sobrinus	Lecythidaceae	Barringtonia	asiatica		x						Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM
Macroglossus sobrinus	Loranthaceae	Dendrophthoe	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Loranthaceae	Helixanthera	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Lythraceae	Sonneratia	spp.		x						Thailand	Stewart and Dudash, 2017b	P
Macroglossus sobrinus	Lythraceae	Sonneratia	spp.		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus sobrinus	Malvaceae	Bombax	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Malvaceae	Ceiba	pentandra		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus sobrinus	Malvaceae	Durio	zibethinus		x						Thailand	Stewart et al., 2014	D, FM
Macroglossus sobrinus	Malvaceae	Durio	zibethinus		x						Thailand	Stewart and Dudash, 2017b	P
Macroglossus sobrinus	Malvaceae	Durio	zibethinus		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus sobrinus	Malvaceae	Grewia	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Malvaceae	Tilia	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Moraceae	Ficus	benjamina	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Macroglossus sobrinus	Musaceae	Musa	acuminata		x						Thailand	Stewart et al., 2014	D, FM
Macroglossus sobrinus	Musaceae	Musa	acuminata		x						Thailand	Stewart and Dudash, 2017b	P
Macroglossus sobrinus	Musaceae	Musa	acuminata		x						Thailand	Stewart and Dudash, 2017a	P
Macroglossus sobrinus	Musaceae	Musa	acuminata		x						Thailand	Stewart and Dudash, 2018	D, FM
Macroglossus sobrinus	Musaceae	Musa	acuminata halabanensis		x						Indonesia (Sumatra)	Itino et al., 1991	P
Macroglossus sobrinus	Musaceae	Musa	itinerans		x						China	Liu et al., 2001	P
Macroglossus sobrinus	Musaceae	Musa	itinerans		x						China	Liu et al., 2002	FM, P
Macroglossus sobrinus	Myrtaceae	Pileanthus	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Myrtaceae	Syzygium	polyanthum		x						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Macroglossus sobrinus	Poaceae	Dendrocalamus	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Rubiaceae	Morinda	citrifolia		x						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Macroglossus sobrinus	Rubiaceae	Morinda	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Rubiaceae	Tarenna	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	Sapindaceae	Cardiospermum	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	unknown (fern A)	unknown (fern A)	unknown (fern A)	Spores?							Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	unknown (fern B)	unknown (fern B)	unknown (fern B)	Spores?							Indonesia (Java)	Maryati et al., 2020	D
Macroglossus sobrinus	unknown	unknown	unknown		x						Indonesia (Java)	Soegiharto et al., 2010	D
Macroglossus sobrinus	unknown	unknown	unknown	unknown							Thailand	Sritongchuay et al., 2019b	P
Macroglossus spp.	Fabaceae	unknown	unknown		x						Malaysia (Sarawak)	Momose et al., 1998	P
Macroglossus spp.	Gentianaceae	Fagraea	racemosa		x						Malaysia (Sarawak)	Momose et al., 1998	P
Macroglossus spp.	Sapotaceae	unknown	unknown		x						Malaysia (Sarawak)	Momose et al., 1998	P
Megaerops ecaudatus	Elaeocarpaceae	Elaeocarpus	stipularis var. stipularis	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Megaerops ecaudatus	Malvaceae	Durio	zibethinus		x						Thailand	Stewart et al., 2014	D, FM
Megaerops ecaudatus	Moraceae	Ficus	magnoleaefolia	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Megaerops ecaudatus	Moraceae	Ficus	spp.	x							Thailand	Stewart et al., 2014	D, FM
Megaerops ecaudatus	Musaceae	Musa	acuminata		x						Thailand	Stewart et al., 2014	D, FM
Megaerops ecaudatus	Myrtaceae	Syzygium	chloranthum	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Megaerops ecaudatus	Rosaceae	Prunus	polystachya	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Megaerops ecaudatus	Sapotaceae	Manilkara	zapota	x							Thailand	Stewart et al., 2014	D, FM
Megaerops ecaudatus	Sapotaceae	Palaquium	obovatum	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Megaerops kusnotoi	Cyperaceae	Cyperus	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Megaerops kusnotoi	Euphorbiaceae	Euphorbia	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Megaerops kusnotoi	Fabaceae	Adenanthera	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Megaerops kusnotoi	Poaceae	Dendrocalamus	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Megaerops kusnotoi	Sapindaceae	Cardiospermum	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Megaerops wetmorei	Sapotaceae	Palaquium	obovatum	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Melonycteris melanops	Musaceae	Musa	spp. (cultivated)		x						Papua New Guinea	Bonaccorso et al., 2005	FM
Micropteropus pusillus	Sapotaceae	Vitellaria	paradoxa	x							Benin	Djossa et al., 2008	D, SG
Myonycteris torquata	Sapotaceae	Vitellaria	paradoxa	x							Benin	Djossa et al., 2008	D, SG
Nanonycteris veldkampii	Sapotaceae	Vitellaria	paradoxa	x							Benin	Djossa et al., 2008	D, SG
Notopteris macdonaldi	Fabaceae	Erythrina	variegata		x						Fiji	Scanlon and Petit, 2013	D
Notopteris macdonaldi	Lecythidaceae	Barringtonia	spp.		x						Fiji	Scanlon and Petit, 2013	D
Notopteris macdonaldi	Loranthaceae	Decaisnina	forsteriana		x						Fiji	Scanlon and Petit, 2013	D
Notopteris macdonaldi	Myrtaceae	Syzygium	spp.		x						Fiji	Scanlon and Petit, 2013	D
Nyctimene albiventer	Moraceae	Ficus 	pungens	x							Papua New Guinea	Dumont et al., 2004	D
Nyctimene rabori	Moraceae	Ficus	chrysolepis	x			x				Philippines (Negros)	Utzurrum and Heideman, 1991	D, SD, SG
Nyctimene robinsoni	Annonaceae	Annona	muricata	x							Australia	Spencer and Fleming, 1989	C, D, FM
Nyctimene robinsoni	Oxalidaceae	Averrhoa	carambola	x							Australia	Spencer and Fleming, 1989	C, D
Nyctimene robinsoni	Moraceae	Ficus	racemosa	x							Australia	Spencer and Fleming, 1989	D, FM
Nyctimene robinsoni	Moraceae	Ficus	variegata	x							Australia	Spencer and Fleming, 1989	D, FM
Paranyctimene raptor	Moraceae	Ficus 	pungens	x							Papua New Guinea	Dumont et al., 2004	D
Penthetor lucasi	Meliaceae	Sandoricum	koetjape	x							Thailand	Stewart et al., 2014	D, FM
Ptenochirus jagori	Anacardiaceae	Mangifera	indica	x							Philippines (Panay)	Luft et al., 2003	D, FM
Ptenochirus jagori	Arecaceae 	Calamus 	adspersus	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Ptenochirus jagori	Clusiaceae	Garcinia	busuangensis(?)	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Combretaceae	Terminalia	foetidissima	x							Philippines (Panay)	Luft et al., 2003	D, FM
Ptenochirus jagori	Dilleniaceae	Dillenia	reifferscheidia	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Euphorbiaceae	Alchornea	sp.			x					Philippines (Panay)	Reiter and Tomaschewski, 2003	D
Ptenochirus jagori	Gentianaceae	Fagraea	racemosa	x							Philippines (Panay)	Luft et al., 2003	D, FM
Ptenochirus jagori	Meliaceae	Aglaia	sp.			x					Philippines (Panay)	Reiter and Tomaschewski, 2003	D
Ptenochirus jagori	Moraceae	Ficus	benjamina	x							Philippines (Panay)	Reiter and Curio, 2001	D, FM
Ptenochirus jagori	Moraceae	Ficus	callosa	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Ptenochirus jagori	Moraceae	Ficus	chrysolepis	x			x				Philippines (Negros)	Utzurrum and Heideman, 1991	D, SD, SG
Ptenochirus jagori	Moraceae	Ficus	chrysolepis	x							Philippines (Panay)	Luft et al., 2003	D, FM
Ptenochirus jagori	Moraceae	Ficus	congesta	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Moraceae	Ficus	crassiramea	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Ptenochirus jagori	Moraceae	Ficus	forstenii	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Ptenochirus jagori	Moraceae	Ficus	heteropleura	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Moraceae	Ficus	heteropoda	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Moraceae	Ficus	septica	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Moraceae	Ficus	variegata	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Moraceae	Ficus 	sp. (basicong)	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Ptenochirus jagori	Moraceae	Ficus	sp.	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Moraceae	Ficus	sp.	x			x				Philippines (Panay)	Reiter, 2002	D, SD
Ptenochirus jagori	Moraceae	Ficus	spp. (3)	x							Philippines (Panay)	Reiter and Curio, 2001	D, FM
Ptenochirus jagori	Musaceae	Musa	x paradisiaca	x							Philippines (Panay)	Luft et al., 2003	D, FM
Ptenochirus jagori	Musaceae	Musa	sp.	x							Philippines (Mindanao)	Relox et al., 2014	D, SD
Ptenochirus jagori	Myrtaceae	Syzygium	xanthophyllum			x					Philippines (Panay)	Reiter and Tomaschewski, 2003	D
Ptenochirus jagori	Phyllanthaceae	Bischofia	javanica	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Ptenochirus jagori	Phyllanthaceae	Bischofia	javanica			x					Philippines (Panay)	Reiter and Tomaschewski, 2003	D
Ptenochirus jagori	Rubiaceae	Gardenia	sp.			x					Philippines (Panay)	Reiter and Tomaschewski, 2003	D
Ptenochirus jagori	Rubiaceae	Neonauclea	calycina			x					Philippines (Panay)	Reiter and Tomaschewski, 2003	D
Ptenochirus jagori	Sapotaceae	Manilkara	zapota	x							Philippines (Mindanao)	Bacordo et al., 2019	D, FM
Ptenochirus minor	Moraceae	Ficus	callosa	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Ptenochirus minor	Moraceae	Ficus	crassiramea	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Ptenochirus minor	Moraceae	Ficus	forstenii	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Ptenochirus minor	Moraceae	Ficus	variegata	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Ptenochirus minor	Moraceae	Ficus	sp. 1 (basicong)	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Ptenochirus minor	Moraceae	Ficus	sp. 2 (luhimit)	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Ptenochirus minor	Musaceae	Musa	sp.	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Ptenochirus minor	Sapotaceae	Manilkara	zapota	x							Philippines (Mindanao)	Bacordo et al., 2019	D, FM
Ptenochirus spp.	Myrtaceae	Syzygium	spp.	x							Philippines (Mindanao)	Ingle, 2003	D, SD
Ptenochirus spp.	Rosaceae	Prunus	spp.	x							Philippines (Mindanao)	Ingle, 2003	D, SD
Pteropodidae (unidentified species)	Fabaceae	Parkia	biglobosa		x						Gambia	Lassen et al., 2012	P
Pteropodidae (Acerodon jubatus, Cynopterus brachyotis, Haplonycteris fischeri, Harpionycteris whiteheadi, Nyctimene rabori, Ptenochirus jagori, Pteropus hypomelanus, P. pumilus & P. vampyrus grouped together without species-specific diet)	Moraceae	Ficus	chrysolepis	x							Philippines (Negros)	Utzurrum, 1995	D, FM, SD, SG
Pteropodidae (Acerodon jubatus, Cynopterus brachyotis, Haplonycteris fischeri, Harpionycteris whiteheadi, Nyctimene rabori, Ptenochirus jagori, Pteropus hypomelanus, P. pumilus & P. vampyrus grouped together without species-specific diet)	Moraceae	Ficus	nervosa pubinervis	x							Philippines (Negros)	Utzurrum, 1995	D, FM, SD, SG
Pteropodidae (Acerodon jubatus, Cynopterus brachyotis, Haplonycteris fischeri, Harpionycteris whiteheadi, Nyctimene rabori, Ptenochirus jagori, Pteropus hypomelanus, P. pumilus & P. vampyrus grouped together without species-specific diet)	Moraceae	Ficus	variegata	x							Philippines (Negros)	Utzurrum, 1995	D, FM, SD, SG
Pteropodidae (Acerodon jubatus, Cynopterus brachyotis, Haplonycteris fischeri, Harpionycteris whiteheadi, Nyctimene rabori, Ptenochirus jagori, Pteropus hypomelanus, P. pumilus & P. vampyrus grouped together without species-specific diet)	Myrtaceae	Syzygium	sp.	x							Philippines (Negros)	Utzurrum, 1995	D
Pteropodidae (Acerodon jubatus, Pteropus hypomelanus, P. pumilus & P. vampyrus grouped together without species-specific diet)	Moraceae	Ficus	benjamina	x							Philippines (Negros)	Utzurrum, 1995	D
Pteropodidae (Acerodon jubatus, Pteropus hypomelanus, P. pumilus & P. vampyrus grouped together without species-specific diet)	Moraceae	Ficus	crassiramea	x							Philippines (Negros)	Utzurrum, 1995	D
Pteropodidae (Acerodon jubatus, Pteropus hypomelanus, P. pumilus & P. vampyrus grouped together without species-specific diet)	Moraceae	Ficus	obscura	x							Philippines (Negros)	Utzurrum, 1995	D
Pteropodidae (Acerodon jubatus, Pteropus hypomelanus, P. pumilus & P. vampyrus grouped together without species-specific diet)	Moraceae	Ficus	recurva	x							Philippines (Negros)	Utzurrum, 1995	D
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Anacardiaceae	Mangifera 	altissima	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Clusiaceae	Calophyllum 	inophyllum	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Combretaceae	Terminalia 	catappa	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Fabaceae	Parkia 	timoriana	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Meliaceae	Sandoricum 	koetjape	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Moraceae	Artocarpus 	blancoi	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Moraceae	Ficus 	variegata	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Moraceae	Ficus (Urostigma subgenus)	sp.	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Myrtaceae	Syzygium 	cumini	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Myrtaceae	Syzygium 	simile	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae (Acerodon jubatus & Pteropus vampyrus lanensis)	Rubiaceae	Nauclea 	orientalis	unknown							Philippines (Luzon)	Mildenstein et al., 2005	FM
Pteropodidae spp. (Alionycteris paucidentata, Cynopterus brachyotis, Dyacopterus spadiceus, Haplonycteris fischeri, Harpyionycteris whiteheadi, Ptenochirus jagori, P. minor, Pteropus vampyrus & Rousettus amplexicaudatus grouped together without species-specific diet)	Actinidiaceae	Saurauia	spp.	x							Philippines (Mindanao)	Ingle, 2003	SD
Pteropodidae spp. (Alionycteris paucidentata, Cynopterus brachyotis, Dyacopterus spadiceus, Haplonycteris fischeri, Harpyionycteris whiteheadi, Ptenochirus jagori, P. minor, Pteropus vampyrus & Rousettus amplexicaudatus grouped together without species-specific diet)	Araliaceae	Aralia	bipinnata	x							Philippines (Mindanao)	Ingle, 2003	SD
Pteropodidae spp. (Alionycteris paucidentata, Cynopterus brachyotis, Dyacopterus spadiceus, Haplonycteris fischeri, Harpyionycteris whiteheadi, Ptenochirus jagori, P. minor, Pteropus vampyrus & Rousettus amplexicaudatus grouped together without species-specific diet)	Araliaceae	Schefflera	spp.	x							Philippines (Mindanao)	Ingle, 2003	SD
Pteropodidae spp. (Alionycteris paucidentata, Cynopterus brachyotis, Dyacopterus spadiceus, Haplonycteris fischeri, Harpyionycteris whiteheadi, Ptenochirus jagori, P. minor, Pteropus vampyrus & Rousettus amplexicaudatus grouped together without species-specific diet)	Ericaceae	Vaccinium	elegans	x							Philippines (Mindanao)	Ingle, 2003	SD
Pteropodidae spp. (Alionycteris paucidentata, Cynopterus brachyotis, Dyacopterus spadiceus, Haplonycteris fischeri, Harpyionycteris whiteheadi, Ptenochirus jagori, P. minor, Pteropus vampyrus & Rousettus amplexicaudatus grouped together without species-specific diet)	Pandanaceae	Freycinetia	spp.	x							Philippines (Mindanao)	Ingle, 2003	SD
Pteropodidae spp. (Alionycteris paucidentata, Cynopterus brachyotis, Dyacopterus spadiceus, Haplonycteris fischeri, Harpyionycteris whiteheadi, Ptenochirus jagori, P. minor, Pteropus vampyrus & Rousettus amplexicaudatus grouped together without species-specific diet)	Pentaphylacaceae	Eurya	spp.	x							Philippines (Mindanao)	Ingle, 2003	SD
Pteropodidae spp. (Alionycteris paucidentata, Cynopterus brachyotis, Dyacopterus spadiceus, Haplonycteris fischeri, Harpyionycteris whiteheadi, Ptenochirus jagori, P. minor, Pteropus vampyrus & Rousettus amplexicaudatus grouped together without species-specific diet)	Melastomataceae	Melastoma	malabathricum	x							Philippines (Mindanao)	Ingle, 2003	SD
Pteropodidae spp. (Alionycteris paucidentata, Cynopterus brachyotis, Dyacopterus spadiceus, Haplonycteris fischeri, Harpyionycteris whiteheadi, Ptenochirus jagori, P. minor, Pteropus vampyrus & Rousettus amplexicaudatus grouped together without species-specific diet)	Moraceae	Ficus	sp.	x							Philippines (Mindanao)	Ingle, 2003	SD
